Hotel,Review,Site,Categories and Themes
Capella Singapore,"We are extremely disappointed with the quality of service we received at Capella during our stay from 25th December 2009 to 28th December 2009.  This was supposed to be a romantic getaway at a 6-star resort .  However, several service issues emerged during our stay and had ruined a carefully planned and highly anticipated getaway.  We want to highlight these issues to other TripAdvisor users so that they can be aware of the poor quality of a supposedly 6 star hotel:

a)       Quality of Villa’s Finishing: There were some very major issues with the finishing of the villa:  

I.      Villa no. 36 had a leak in the roof.  After heavy rain, the side of the bed nearer to the bathroom was always flooded with a large pool of rainwater.  We had to call housekeeping to clean up the water for us, while we left the villa (instead of enjoying ourselves in the villa)
II.      The ground just outside the entrance of the villa is also not done properly – for the 4 days we were staying at the villa, there was a huge puddle of rainwater collected there, making it difficult to walk – we don’t see any puddle outside any other villas
III.      The room walls are quite thin and we could hear people walking past the villa. This is very irksome, especially early in the morning when the guests shuffle their way to the pool or the knoll past the villa.
IV.      The glass doors of the shower room and the toilet are not done properly and tend to slam themselves shut against the wall rapidly and loudly, giving us a fright every time we use the shower or the toilet
V.      There is also no DVD player in the living room of the villa – making it difficult if we want to watch movies in the day

b)       Quality of Housekeeping: While the staff are no doubt very friendly, there were serious issues with their ability to keep the villa clean and comfortable:  

I.      There were several dead cockroaches in the villa…. We had to remove them ourselves as the staff did not remove it during the night turndown service or the morning housekeeping service
II.      The outdoor tub was dirty throughout the 4 days we were there.  No one bothered to clean the tub at all
III.      The minibar was also not replenished for one of the nights
IV.      There was no newspaper on one of the days

 c)       Quality of Service: One of Capella's strengths is the friendliness of the staff and their willingness to go above and beyond to help when they can.  My wife’s gym shoes came apart and the staff at the front office were very helpful and gotten us super glue to fix her shoes from the convenience store nearby when there were none available in the resort.  Having said that, there is significant room for improvement:  
I.      While our package includes both breakfast and dinner, according to the email that was sent out to us to confirm our booking, no one in the resort could help us clarify what it entails.  We asked the Knolls and were redirected to the front office and when we called the front office, they directed us to the Knolls.  It was only on the final day of our stay that someone at the Front Office finally solved the mystery and mention that we only get one night of dinner at the Knolls for every two nights stay.   Even though the booking confirmation indicated that dinner was included, we decided not to argue as your staff began to dig out documentations and emails to show that it was only included for one night.   They were very defensive and there was no attempt to investigate or explain further and in a bid not to ruin our romantic getaway further, we decided to drop it and stop the discussion there and then
II.      We tried to get the personal assistant to help us on various issues, but were never able to get them successfully.  In the end, whenever we need help, we had to go to the front office. So much for 6 star service
III.      The staff at the Knolls was also not knowledgeable or not well trained – they did not advise us that we can order from the ala carte menu for the breakfast buffet and never able to answer any questions.  They also did not get back to us even though they said they would find out and revert.  The front office and the staff at Knolls also have a knack of bouncing questions to one another – when we called the Knolls, they transferred our call to the front office, who transferred us back to the Knolls with no resolution to our questions.
IV.      The buggy service is also very tardy.  It took them 25 minutes to pick us up from our villa on our day of checkout
 V.      Things seem to be running out in the resort – again this could be due to the holiday crowd, but the Knolls went out of orange juice on one day and watermelon juice on another.  Room service also ran out of Prime Angus burgers – and it took them 20 minutes to inform us that they were out
VI.      We reflected some of these issues to the staff when we were checking out and they promised that they will get back to us.  It’s been 4 weeks – we have not heard from them at all.  We forwarded the email to the General Manager of the resort - again no response

d)       Maintenance of the exterior (gardens, pathways, gym, pool etc): There are some issues with the maintenance of the exterior of the gardens and paths.  This could be due to the fact that the newness of the hotel, but still compromised the quality of our experience:  
I.      For the four days we were walking from the villa to the Knolls or the swimming pools, one of the pathways was perpetually covered with a thick layer of mud – probably due to the rain
II.      There was also a huge pool of mud on the grass patch next to one of the villas (we believe it is 51), and the buggies keep reversing into the patch, tracking a lot of mud onto the pathway, making it a relatively unpleasant sight
III.      The cleanliness of the pool also leaves a lot to be desired.  There were actually half eaten apples floating in one of the swimming pools while we were swimming.  This is likely due to the number of guests staying in the resort over the holiday weekend, but the inability to clean the pool out is unacceptable.  Imagine enjoying yourselves swimming with a rare moment of sunshine during the rainy season, only to be surprised by several half-eaten fruits that had turned brown floating in the pool
IV.      TV on several gym equipments were not working for the 4 days that we were there.  There were also no one in the gym to help with the headphones and we had to change the covers and sanitize the headphones ourselves

In the end, the experience was so frustrating that we checked out at ~ 1220 pm – rather than staying a few hours longer to enjoy the amenities – This was a first for us when visiting resort, leaving early even though our late checkout request was approved.  If not for the buggy taking 25 minutes to come, we would have checked out earlier than 12pm.

I doubt we will ever return to any Capella resorts and would advise anyone who is planning a romantic trip to Capella to think twice!  You will have a much better experience in Ritz Carlton, Four Seasons or Shangri La",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Maintenance issues (broken AC, shower, TV, etc.)"", ""Poor cleanliness (dirty linens, bad odors, pests)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Technology & Amenities"", ""categories""=>[""Missing promised amenities (minibar, toiletries, etc.)""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Long wait times for in-room dining or restaurants"", ""Limited menu choices vs. premium expectations""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Pool, spa, gym not functioning or poorly maintained"", ""Noise issues (thin walls, nearby construction, events)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price"", ""Comparing negatively to other 5-star or boutique hotels""]}]}"
Capella Singapore,A disappointing hotel! Not worth the money to stay at whatever price. Staff were aloof and unfriendly. The hotel was like a mix plate of vegetables. With deco not complementing each other. So much contradictory...A confusing design of colonial and modern. The fixtures are not even luxurious and it looks rather cheap. Location is s bad that I would never recommend any of my overseas friend to stay. Its so far from everything and that eventhough its near the beach its useless.,tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Outdated or worn-out furnishings""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Pool, spa, gym not functioning or poorly maintained""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
St. Regis Singapore,"The hotel is at full renovation. Restaurant and bar closed. The hotel said it was mentioned in room reservation ( was not ) the noise was unacceptable. In the lobby, talking to the receptionist was shouting. Service staff didn't speak English at the new tea room ( which had weird flexible opening hours ). On arrival my driver was late for the third time for airport pick up. My reserved room was not accordingly check in. Most frustrating is the way the duty manager and the "" front of the house manager "" communicated. Most arrogant and rude. ",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Reservation & Pre-Arrival"", ""categories""=>[""Lack of Confirmation""]}, {""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Poor service""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Wrong room allocation (e.g., not the one booked)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Lack of staff presence when needed""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Limited menu choices vs. premium expectations""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Noise issues (thin walls, nearby construction, events)""]}]}"
St. Regis Singapore,"Except for the very gentlemanly concierge doormen and the chef who greeted the guests in the breakfast room, the service of other service staff is worse than that of Courtyard and Fairfield Inn in many countries. The so-called butler service of St. Regis, I didn't see the figure of this ""butler"" from beginning to end during my three-day stay. I don't know what my butler is called. The black tea brewed with tea bags provided by the butler has to be paid after noon. If this service is the standard of St. Regis, it is too embarrassing for Marriott. My family lives in the most basic room. The child wants to take a nap for an hour because of airsickness. The hotel does not allow delayed check-out until 1 pm, even though all the rooms around are vacant. It is recommended that the management of this hotel go to St. Regis Changsha, China and St. Regis New York, USA to learn how to provide good butler service and how to develop a proactive service mindset. Your so-called ""butler"" is not as enthusiastic and professional as the doormen in the concierge!

By the way, I even remembered that one time when I was enjoying the ""butler"" service at night, the female butler seemed unhappy and slammed my door very rudely and impolitely.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Reservation & Pre-Arrival"", ""categories""=>[""Inflexible Policies""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Lack of staff presence when needed"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Overpriced, low-quality food""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price"", ""Comparing negatively to other 5-star or boutique hotels""]}]}"
St. Regis Singapore,"Anniversary celebration as an Ambassador bonvoy member!
Got nothing! 
No card welcoming as ambassador nor anniversary! No welcome gift! No room upgrade! Stayed here 3-4 times prior, but this was not a nice experience!! 
DISSATISFIED and disappointing! Small room, polish smell !",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Room Assignment & Condition"", ""categories""=>[""Poor cleanliness (dirty linens, bad odors, pests)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
St. Regis Singapore,"Fresh off my stay in another St Regis property in another country, and after experiencing the wonderful service there I have decided to go ahead and booked this stay at my home country and was really looking forward to it.
Unfortunately, my stay here was a far cry from my stay at other St Regis properties.

Let's go over the good points first, room was clean and nicely decorated of a 5 stay hotel. Food was great too.

Now unto the bad ones, which is mainly the service.
1) Firstly, I drove over and wanted to drop my belongings at the pick up point, but all the staff at the lobby ignored me as they probably thought I was the Grab driver!! I had a call for help like a spoilt child... very unwelcoming and embarrassing start to my stay.

2) As a gold member, I was gifted a complimentary benefit which they did not present to me during my check in initially and only after coming back after enquiring about something. So that would have been 'conveniently missed' if I had not came back?

3) After enjoying the benefit, I was then 'conveniently charged' with the bill!! And this was after clarifying with 2 check in staff, and another staff at the restaurant it was complimentary.
Somehow, the staff handling the bill (which I assume just started his shift) was kept out of picture! What pisses me off is that he wasn't even apologetic about it and gave me the look like I can't afford to pay. Even tried to argue with me!! very uncomfortable.

4) My accompanying guest, who needed to top up his cashcard to exit, found that the cashcard machine was faulty. Now he is stuck in the carpark with his child and in a hurry to get to his next appointment. Approached the front desk for help and they just tell him off nonchalantly to just walk over about 5-10 minutes 1 way to top up (because of a fault in your facility he had to walk over as a guest, are you sure??! ). I am sure a 3 star hotel can do better.
Asked again and they said it is not their fault and there is nothing they can do. Finally, he had to demand to be allowed to exit as a Platinum guest staying in the hotel! Left the carpark with a bad taste.

Way to go to piss off your Platinum member on the way out.

5) Now it came to my turn to exit the carpark later in the day. As I recalled reading the terms and conditions that carpark coupons are only valid for the day itself, I specifically asked the front desk staff during my check out if I needed another parking coupon to exit. But since I did not use mine the day before, the staff assured me the same parking coupon can be used for the day, and another parking coupon is not required.

Turns out I was correct! I could not exit the carpark and needed another carpark coupon when I tried to exit later in the day. Imagine your guest knowing more about the rules and regulations more than you! Even got into an argument with the rude intercoms lady as she insisted I was at fault for trying to use an expired ticket. 'Well done', now I am getting blamed for the misinformation from your very own front desk. Left the carpark with a bad taste.

Way to go to piss off your Gold member on the way out.

Concluding Remarks:
The entire stay comes off as extremely uncoordinated, seems like the staff at various departments do not communicate with each other. Guests have to repeatedly ask for things and even make demand for basic things which is very unbecoming for a hotel of this caliber. Staff are also very insensitive and dismissive of requests, giving the impression they just want you to go away. Disappointing.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Poor service"", ""Surprise charges or billing mistakes""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Pool, spa, gym not functioning or poorly maintained""]}]}"
St. Regis Singapore,"Our recent stay at St. Regis Singapore was unfortunately underwhelming and far from the luxury we had anticipated.

Upon entering our room, hints of luxury were overshadowed by signs of wear and tear. The furnishings looked tired, the lights flickered both in the bedroom and bathroom, and the TV was slanted and precariously close to falling off the wall. 

Check-in was painfully slow, our room request made prior to the stay was overlooked, and the front desk staff seemed unsure of basic procedures. Directions to the guest room lift weren’t provided, and no one walked us to the lift, which is an expected courtesy at a hotel of this caliber.

Dinner at Astor Grill was another disappointment. The restaurant was nearly empty, but when we requested a specific table, we were initially told it was reserved. After pushing further, another staff member promptly seated us there—why the resistance in the first place? Later, when we asked for a phone charger, we were told the restaurant had none, only for the staff to later admit they did, in fact, have a charger. The inconsistent and unhelpful service was frustrating.

A visit to the pool and spa revealed even more issues. A pool attendant begrudgingly told us we could use the jacuzzi at the spa when we asked if there was one as the pool was rather cold (belatedly, as we did not had this information at the front desk, the guest letter, nor the pool when we visited earlier in the day). When we went to the spa around 8:15pm, we were initially denied access to the jacuzzi, with the staff claiming the spa was fully booked. Yet, when we went in, the spa was completely empty. After pointing this out, we were reluctantly allowed to use the jacuzzi, but only for a limited time until 8:50pm, which we were okay with. It was clear the staff wanted to leave on time but denying usage 45 minutes prior to closure is very unreasonable. When we pressed further and asked where are the guests since they mentioned the facility is fully booked, they told us the guests were receiving treatment in the treatment rooms now. But in fact, the treatment rooms were unoccupied (we found out as we stumbled into the treatment area with all doors open and no one in sight)—a blatant lie meant to deny usage and rush us out.

We went to Astor Bar and had a couple of drinks before calling it a night. 

The following morning, our request for a late checkout was met with unnecessary resistance. As Gold Elite members, we expected more flexibility, but it took multiple requests to finally secure a 2 pm checkout. It felt like we were constantly fighting for basic service at every turn.

Checkout was another frustration. We were not shown the bill and had to ask for one. Even when we asked, we were repeatedly told they will mail it to us. Why can’t they show it to us on the spot? Were we not supposed to check the bill? When the checkout procedures were done, there was no “thank you for staying with us” or even a simple question about how our stay was. We awkwardly left when we realized there would be no further interaction or farewell—odd behavior for a luxury hotel.

In summary, our experience at St. Regis Singapore was marked by disappointing service and an overall lack of the luxury and attentiveness you would expect from a hotel of this standing. Despite our willingness to pay more and our loyalty status, the hotel’s service fell far short of expectations.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Reservation & Pre-Arrival"", ""categories""=>[""Booking Error""]}, {""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Long Wait"", ""Poor service"", ""Surprise charges or billing mistakes""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Wrong room allocation (e.g., not the one booked)"", ""Maintenance issues (broken AC, shower, TV, etc.)"", ""Outdated or worn-out furnishings""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Long wait times for in-room dining or restaurants""]}, {""theme""=>""Facilities & Infrastructure"", ""categories""=>[""Pool, spa, gym not functioning or poorly maintained""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
St. Regis Singapore,"Avoid! I had a terrible experience at St Regis Singapore. 3 of my expensive designer tshirts were damaged by the laundry team. I gave my clothes to laundry service on Thursday morning; on Friday afternoon i was told 3 tshirts have holes in them (which they definitely didn't have before). They claimed it wasn't them and it must have happened before i gave the clothes to laundry because 'they have experience. I requested to see the clothes, and it turned out the hotel uses stapler to staple tags to the clothes labels. The 'holes' in question were actually holes from a stapler where the hotel staff stapler thought my 3 Tshirts. Despite the clear evidence, hotel is claiming no responsibility and their only excuse is 'experience' and that due to their experience it could not have happened. Shocking and disappointing. Avoid unless you want your property to be damaged and hotel to take no responsibility for their actions.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Security & Privacy"", ""categories""=>[""Mishandling of guest belongings (lost luggage, theft)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
St. Regis Singapore,"Went there on May for our Honeymoon.The check in staff was cold we did not inform the hotel about our Honeymmon when we create the booking olny during check in

Staff did not congrate or provide any special amenities it fine with me.I ask for late check out at 3 pm next day was declined.

Room Ac was noisy . Inform front desk they just say thank you for your feedback

The hotel rate i will go other hotel",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Reservation & Pre-Arrival"", ""categories""=>[""Inflexible Policies""]}, {""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Poor service""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Maintenance issues (broken AC, shower, TV, etc.)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
St. Regis Singapore,"The charm of this beautiful Marriott Bonvoy grew faint with the extremely unsatisfying service for my 1.5 year old daughter. I was highly recommended St. Regis by my elder brother for hospitality and service while travelling with family, however, it turned out to be one of our worst nightmares. I even dropped a food request email to the hotel prior to our stay.

We were there for 3 nights, and they could only serve us Porridge for our daughter, for breakfast, lunch and dinner. And when suggested to connect with a chef so I could request proper food for her, there were only empty promises. We were even sent the invoice for the baby food, which has never been the case across the Globally recognized Marriott Properties. 

If it were not for the hot plate that I carried from India, along with some roasted grains, my child would have gone hungry at the hotel. This was really unsettling. 

The breakfast buffet team, was extremely mismanaged, with no one knowing the order for the table and 5 waiters bringing me more of the same dish I requested one portion of. No one was bothered if the extra food cooked was going to the trash. 

I would really not recommend St. Regis as a family stay hotel to anyone in my connection, it really was the worst start to our 5 day long vacation in Singapore.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Limited menu choices vs. premium expectations""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price"", ""Hidden charges / unexpected fees""]}]}"
St. Regis Singapore,"Doesn’t matter what time it is, no one answers the Phone at Butler Service or Concierge or Front Desk.

Even when calling from outside, it takes up to 6:30 minutes for the Hotel’s main phone to be answered. 

There is a small Confectionary in the Lobby Area and a Guest has to wait several minutes because no staff is around most of the time. The Beverage choices are so tiny that you can’t even get a Cold Coffee with Milk. 

An ice bucket takes 8-21 minutes to be delivered to the Room

Is this MARRIOTT’s idea of a super-luxury hotel?",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Lack of staff presence when needed"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Long wait times for in-room dining or restaurants"", ""Limited menu choices vs. premium expectations""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
St. Regis Singapore,"The staff is very rude , they point fingers at the guest and talk and shout when requested to call for a cab. The management should really take stock of who they are letting interact with guests. I have stayed at the st Regis and many leading hotels but never faced this.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff""]}]}"
St. Regis Singapore,"Unfortunately, my family and I were not lucky enough to return to this hotel for the second time and stay there for two nights from 01/19/24 to 01/21/24. It all started when we were given a room in which the air conditioner was constantly running at 21 degrees Celsius and could not be adjusted, that is, it was impossible to raise the temperature and it was impossible to turn it off.(
The waiters in the restaurants and the staff at the pool behave like millionaires who apparently often visit this hotel and they have seen enough of them and copy them.
The worst thing in our situation was the transfer to the airport. I decided to order it through the concierge who spoke little English. She promised us an Alphard Toyota at a price agreed upon with her, which is higher than the price of a regular taxi and asked about the method of payment, I replied that payment would be by credit card. After 10 minutes, we headed to the airport and then, when checking our luggage, we discovered that we had not been given a bag, after which we returned for it and continued the trip fully equipped. During the trip, the driver handed us his mobile phone and explained in poor English that in the mobile application you need to enter all the credit card data, including the svc code, which is very dangerous for your credit card and its contents because where will your data end up later? does not know . Naturally, I refused to do what. We stopped in front of an ATM; when we tried to withdraw money, nothing worked because not all ATMs service the bank where I have a current account. After that, we arrived at the airport, unloaded our luggage and I suggested to the driver that he send me a payment link by email and I could pay for the trip from my mobile phone, to which I heard a scream roughly comparable to how they scream at the zoo and a refusal to fulfill this request. His heart-rending scream attracted the attention of passers-by; it was clear that not everything was fine with his nervous system. Having seen this picture, with thoughts of protecting my family, I went to look for an ATM at a large airport. I found an ATM that works with our bank and withdrew cash. Returning back, I saw that the leader called the police, after talking with them, they realized who exactly was to blame for this situation, they offered to leave me comments and reviews on this situation to the hotel that had previously provided such a “level” of service and the organization from which this inadequate mental structure was a person who allows himself to raise his voice at the customer and not meet him halfway in case of stupidity and poor English as a consequence.
After all, it was very easy to send me a link to my email and I could pay for the trip from MY mobile phone.
The whole mood about the trip, about the city, about the people was ruined by one inadequate driver.
How the level of the St. Regis in Singapore has fallen in our eyes!
It is all the work of the entire family and the Marriott dynasty in Singapore that is disgraced by such management. The general manager of our highly respected chain at St. Regis in Singapore needs to retire along with his retirees, brothers-in-law and village neighbors.",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Room Assignment & Condition"", ""categories""=>[""Maintenance issues (broken AC, shower, TV, etc.)""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Security & Privacy"", ""categories""=>[""Privacy breaches (noise from staff, unannounced entry)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
St. Regis Singapore,"Having not travelled for some 6 years we were so looking forward to returning to a favourite hotel in Singapore but were left feeling so disgusted that instead of the planned 10 night stay we left after just 1 terrible night. 
The room allocated to me on check-in was a standard room and after enquiring about a possible upgrade due to my lifetime Titanium status, I was informed that the hotel was full. Fair enough, but after expressing our disappointment at this news, the check-in staff member disappeared out the back and came back to say that another room was available (???). This room was the next level up. I asked whether there were any suites available for an upgrade and she stated that there were no suites available at all. I asked her to confirm that there were absolutely NO SUITES available, and she confirmed. We accepted the (slight) upgrade and made our way to this room.
 Upon entering we were hit with a disgusting smell of mould. We were hovering at the doorway when the Bell Man arrived at our door. He asked if there was a problem, and we mentioned the smell. He concurred and immediately left us to go back downstairs to sort something out. He eventually arrived back with room keys, ironically to the original room.... We duly made our way to this room only to find that it was absolutely filthy with shocking stains on the carpets, and every surface scratched. (We would later find that the shower did not drain and in fact the next morning the entire bathroom flooded - we could not even use the toilet). The Bell Man again agreed that the room was not acceptable and asked if I would speak to the DM. 
While waiting for this call, I googled the hotel only to find that there was a suite available, albeit a specialty suite. The DM eventually called and told me that there were no other room types available. When I mentioned that I had found the specialty suite on-line to be available she told me that this was a glitch and that the room was not available. 
I fully understand that an upgrade is not guaranteed. The point was that there was a suite available and while I “get” that the hotel is under no obligation to offer that to me, the mere fact that the room was so disgusting might in fact mean that as a gesture of goodwill I may have been offered the use of that room for the night – quite apart from the fact that I was lied to by both the customer agent and the Duty Manager.
The only saving grace was the terrific service we received the next morning at breakfast, but unfortunately the damage was done, and we checked out and moved to another hotel.
Once we returned home, I contacted the customer care team via Marriott Bonvoy and requested I be contacted by the General Manager of the hotel. This did not occur even after several emails. I was offered some points as a gesture of goodwill; I am still waiting for the GM to contact me......",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Poor service""]}, {""theme""=>""Room Assignment & Condition"", ""categories""=>[""Maintenance issues (broken AC, shower, TV, etc.)"", ""Poor cleanliness (dirty linens, bad odors, pests)"", ""Outdated or worn-out furnishings""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Guests feeling the experience didn't justify the high price""]}]}"
St. Regis Singapore,"Should not be part of the Marriott group and a complete joke to carry the St Regis name. Sub par service compared with other St Regis hotels globally. To top it off, management were ‘too busy’ to address our concerns and we were told they will only perhaps have time on the day we leave. Perhaps this bad review will prompt a response. So much for being Marriott status members. ",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Poor problem resolution (slow or dismissive responses)"", ""Over-promising but under-delivering on \""luxury\"" standards""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Comparing negatively to other 5-star or boutique hotels""]}]}"
St. Regis Singapore,"A bad experience, far worse than any St. Regis on the planet! All employees are extremely lazy, charging arbitrary amounts, and making mistakes over and over again! Including GM Allen Howden completely ignored it!!!!!
It’s just rubbish!

I actually received an email today, telling me that there was $27 in banknotes that I had not collected for my stay more than a month ago, and now I am being charged!

It’s so stupid! When I checked out, I had all the receipts, and everything I checked was fine, but now I suddenly received an amount from an unknown source!

It’s simply unreasonable!

Why do I check so carefully line by line when I check out? It's because more than a month ago, I stayed for four consecutive nights, and on the second night, they suddenly charged me more than 70 Singaporean paper! I rushed down to reception late at night!

Then something even more ridiculous happened. There was only one intern at the reception late at night. I told the intern that if you can't handle it, call the manager on duty to come out!

After three reminders and four invitations, the intern went back and forth to the front desk and back desk several times. The manager on duty actually chose to avoid it, immediately refunded the Singaporean paper of more than 70 yuan, and then asked the intern to deal with it and said it was a system problem! After I receive the refund, will there be any problems if I check with the intern again and again? After I leave Singapore, will they suddenly charge me money again? The intern kept apologizing and confirmed that there would be no further system fees! Sure enough, today, more than a month later, there is another problem!

I will then ask an intern to give me the name of the manager on duty for the next day, and I will complain the next day! This is even more powerful! There was a day shift manager named Candy who was completely missing! ! But then I found out that the GM of St. Regis Singapore, Allen Howden, also didn’t reply to emails and just ignored me! ! I started to understand how this hotel can be so ridiculously bad! !

There is a huge gap between this hotel and St. Regis in other areas, and the service level is completely unmatched!

When calling for service in the room, such as asking for multiple towels, wait for at least an hour. You must call at least twice every time. The service will be delivered first!

Netizens who feel the same way, please send negative reviews to this company! !

This hotel and this team are completely unworthy of this brand! !",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Check-In & Check-Out Process"", ""categories""=>[""Surprise charges or billing mistakes""]}, {""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff"", ""Lack of staff presence when needed"", ""Poor problem resolution (slow or dismissive responses)""]}, {""theme""=>""Value-for-Money"", ""categories""=>[""Hidden charges / unexpected fees""]}]}"
St. Regis Singapore,"Service no different than being in Starbucks. Other establishments do better.
Bought cake from the Drawing Room, had to bring everything back to the table myself . 

Waiter poured us a glass of water but didn't bother to ask if we wanted hot or cold water. Just poured something. Even establishments/restaurants like Swensens know how to ask if customers prefer hot/cold water. 

Disgraceful. ",tripadvisor.com.sg,"{""themes_and_categories""=>[{""theme""=>""Staff & Service Quality"", ""categories""=>[""Rude, inattentive, or unhelpful staff""]}, {""theme""=>""Food & Beverage Experience"", ""categories""=>[""Long wait times for in-room dining or restaurants""]}]}"
